merchant_id,business_name,industry,industry_risk_weight,business_type,business_age_days,monthly_revenue,chargeback_rate,country,region,has_website,has_social_media,onboarding_date,is_fraud,fraud_type,risk_score_x,risk_score_y,decision,risk_factors
MERCH_00004069,Superior Tech Group,Digital Goods,1.8,Partnership,468,195028.22,0.0,GB,International,True,True,2024-11-02 04:06:30.776341,False,,,21.82,APPROVE,
MERCH_00004070,First Mart Inc,Retail,1.0,Sole Proprietorship,160,36744.43,0.0195,US,West,True,True,2025-09-06 04:06:30.776486,False,,,30.95,REVIEW,
MERCH_00004071,First Goods Solutions,Retail,1.0,Sole Proprietorship,30,39964.16,0.0032,DE,International,True,True,2026-01-14 04:06:30.776621,False,,,22.45,APPROVE,New business: 30 days
MERCH_00004072,First Consulting Services,Services,1.1,LLC,607,11314.89,0.004,CA,Quebec,False,True,2024-06-16 04:06:30.776765,False,,,21.15,APPROVE,No website presence
MERCH_00004073,Advanced Journeys Ltd,Travel,1.5,Corporation,50,69229.93,0.0452,US,Southwest,False,True,2025-12-25 04:06:30.776915,False,,,43.96,REVIEW,New business: 50 days; Elevated chargeback rate: 4.52%; No website presence
MERCH_00004074,First Mart,Retail,1.0,LLC,1972,224389.93,0.0232,FR,International,True,False,2020-09-20 04:06:30.777039,False,,,30.45,REVIEW,Elevated chargeback rate: 2.32%
MERCH_00004075,Elite Goods,Retail,1.0,LLC,138,11079.71,0.0112,US,Southeast,True,True,2025-09-28 04:06:30.777176,False,,,33.45,REVIEW,
MERCH_00004076,Pro Cafe,Food & Beverage,0.9,Sole Proprietorship,30,223442.58,0.0213,US,Midwest,True,False,2026-01-14 04:06:30.777311,False,,,37.75,REVIEW,New business: 30 days; Elevated chargeback rate: 2.13%
MERCH_00004077,Superior Online,E-commerce,1.3,LLC,33,31303.33,0.0133,US,West,False,True,2026-01-11 04:06:30.777445,False,,,35.81,REVIEW,New business: 33 days; No website presence
MERCH_00004078,Web Group,E-commerce,1.3,Partnership,236,39202.79,0.013,US,Midwest,True,True,2025-06-22 04:06:30.777583,False,,,28.31,APPROVE,
MERCH_00004079,Advanced Store LLC,Retail,1.0,LLC,146,33700.71,0.0,US,Southwest,True,False,2025-09-20 04:06:30.777731,False,,,19.45,APPROVE,
MERCH_00004080,First Kitchen Corp,Food & Beverage,0.9,Sole Proprietorship,333,376055.78,0.0112,US,Southwest,True,True,2025-03-17 04:06:30.777877,False,,,24.5,APPROVE,
MERCH_00004081,Consulting Services,Services,1.1,Partnership,1143,377562.89,0.0167,US,Southeast,True,True,2022-12-28 04:06:30.778013,False,,,24.15,APPROVE,
MERCH_00004082,First Eats Inc,Food & Beverage,0.9,Partnership,668,49233.01,0.0416,US,Southwest,False,True,2024-04-16 04:06:30.778156,False,,,31.5,REVIEW,Elevated chargeback rate: 4.16%; No website presence
MERCH_00004083,Advanced Digital,E-commerce,1.3,LLC,122,157918.63,0.0381,CA,BC,True,False,2025-10-14 04:06:30.778297,False,,,39.06,REVIEW,Elevated chargeback rate: 3.81%
MERCH_00004084,Advanced Destinations LLC,Travel,1.5,LLC,41,186561.93,0.0,GB,International,False,True,2026-01-03 04:06:30.778433,False,,,28.71,APPROVE,New business: 41 days; No website presence
MERCH_00004085,First Web Ltd,E-commerce,1.3,LLC,48,37917.33,0.0124,US,Southeast,True,True,2025-12-27 04:06:30.778578,False,,,34.31,REVIEW,New business: 48 days
MERCH_00004086,Prime Digital Solutions,E-commerce,1.3,LLC,173,465005.61,0.0005,US,Northeast,False,True,2025-08-24 04:06:30.778725,False,,,22.81,APPROVE,No website presence
MERCH_00004087,Global Store Inc,Retail,1.0,LLC,260,28196.52,0.011,US,Southwest,False,True,2025-05-29 04:06:30.778871,False,,,26.95,APPROVE,No website presence
MERCH_00004088,Advanced Cafe LLC,Food & Beverage,0.9,Partnership,330,74266.73,0.0232,US,West,True,True,2025-03-20 04:06:30.779015,False,,,30.75,REVIEW,Elevated chargeback rate: 2.32%
MERCH_00004089,Elite Journeys Corp,Travel,1.5,LLC,352,26518.69,0.0658,US,Southeast,True,True,2025-02-26 04:06:30.779162,False,,,42.96,REVIEW,Elevated chargeback rate: 6.58%
MERCH_00004090,Dining Co,Food & Beverage,0.9,LLC,105,5329.2,0.0,Other,International,True,True,2025-10-31 04:06:30.779289,False,,,26.5,APPROVE,
MERCH_00004091,Advanced Block Services,Cryptocurrency,3.0,LLC,77,23233.12,0.0176,US,West,True,False,2025-11-28 04:06:30.779433,False,,,56.5,REVIEW,High-risk industry: Cryptocurrency; New business: 77 days
MERCH_00004092,Elite Mart Corp,Retail,1.0,Sole Proprietorship,1001,24877.06,0.0023,US,Southeast,True,True,2023-05-19 04:06:30.779577,False,,,16.7,APPROVE,
MERCH_00004093,Digital LLC,E-commerce,1.3,Corporation,254,138447.24,0.0114,US,Northeast,True,True,2025-06-04 04:06:30.779713,False,,,28.31,APPROVE,
MERCH_00004094,Smart Digital Co,E-commerce,1.3,Corporation,47,48605.45,0.0256,US,Midwest,True,True,2025-12-28 04:06:30.779858,False,,,43.06,REVIEW,New business: 47 days; Elevated chargeback rate: 2.56%
MERCH_00004095,Pro Cafe,Food & Beverage,0.9,Corporation,356,88642.28,0.0,DE,International,True,True,2025-02-22 04:06:30.779983,False,,,17.0,APPROVE,
MERCH_00004096,First Virtual Corp,E-commerce,1.3,Sole Proprietorship,491,18854.93,0.0438,US,West,True,True,2024-10-10 04:06:30.780130,False,,,37.31,REVIEW,Elevated chargeback rate: 4.38%
MERCH_00004097,First Goods Services,Retail,1.0,Partnership,442,13063.78,0.0088,GB,International,True,True,2024-11-28 04:06:30.780265,False,,,24.2,APPROVE,
MERCH_00004098,Advanced Eats,Food & Beverage,0.9,LLC,311,293434.82,0.0,US,West,True,True,2025-04-08 04:06:30.780399,False,,,14.5,APPROVE,
MERCH_00004099,Prime Virtual Corp,E-commerce,1.3,LLC,334,84038.01,0.0,US,West,True,True,2025-03-16 04:06:30.780542,False,,,19.81,APPROVE,
MERCH_00004100,Advisory Inc,Services,1.1,LLC,299,98994.56,0.0194,US,West,True,True,2025-04-20 04:06:30.780677,False,,,26.4,APPROVE,
MERCH_00004101,Advanced Consulting,Services,1.1,Corporation,403,39076.21,0.0,US,West,True,False,2025-01-06 04:06:30.780812,False,,,15.15,APPROVE,
MERCH_00004102,Smart Virtual Group,E-commerce,1.3,Partnership,485,500000.0,0.0167,Other,International,True,True,2024-10-16 04:06:30.780947,False,,,30.06,REVIEW,
MERCH_00004103,First Consulting Inc,Services,1.1,Corporation,30,52851.6,0.013,DE,International,False,True,2026-01-14 04:06:30.781082,False,,,34.9,REVIEW,New business: 30 days; No website presence
MERCH_00004104,Cyber Corp,E-commerce,1.3,Partnership,491,17376.68,0.001,GB,International,True,True,2024-10-10 04:06:30.781210,False,,,22.06,APPROVE,
MERCH_00004105,Advanced Digital,Digital Goods,1.8,Corporation,966,347661.18,0.023,FR,International,True,False,2023-06-23 04:06:30.781337,False,,,39.57,REVIEW,Elevated chargeback rate: 2.30%
MERCH_00004106,Smart Mart Ltd,Retail,1.0,Sole Proprietorship,821,21647.34,0.0,US,Midwest,True,True,2023-11-15 04:06:30.781485,False,,,16.7,APPROVE,
MERCH_00004107,Digital Inc,Digital Goods,1.8,Sole Proprietorship,660,257295.07,0.0358,US,Northeast,True,True,2024-04-24 04:06:30.781620,False,,,37.07,REVIEW,Elevated chargeback rate: 3.58%
MERCH_00004108,Smart Mart,Retail,1.0,LLC,30,77431.74,0.0005,US,Southeast,True,True,2026-01-14 04:06:30.781754,False,,,21.45,APPROVE,New business: 30 days
MERCH_00004109,Smart Care Corp,Services,1.1,Sole Proprietorship,183,10131.95,0.0026,US,Southwest,True,True,2025-08-14 04:06:30.781898,False,,,21.4,APPROVE,
MERCH_00004110,Elite Support Services,Services,1.1,Corporation,82,500000.0,0.0158,GB,International,True,True,2025-11-23 04:06:30.782032,False,,,33.4,REVIEW,New business: 82 days
MERCH_00004111,Prime Mart Inc,Retail,1.0,LLC,776,12176.12,0.0,US,Southeast,True,True,2023-12-30 04:06:30.782176,False,,,16.7,APPROVE,
MERCH_00004112,Prime Store,Retail,1.0,LLC,127,300166.89,0.0,US,Midwest,True,True,2025-10-09 04:06:30.782310,False,,,18.45,APPROVE,
MERCH_00004113,Pro Market,Retail,1.0,Corporation,255,77146.58,0.0041,CA,Ontario,False,False,2025-06-03 04:06:30.782444,False,,,20.95,APPROVE,No website presence
MERCH_00004114,Smart Tech LLC,Digital Goods,1.8,LLC,174,35453.06,0.0067,US,Midwest,False,True,2025-08-23 04:06:30.782587,False,,,37.57,REVIEW,No website presence
MERCH_00004115,Global Tech Corp,Digital Goods,1.8,LLC,649,13622.87,0.0331,FR,International,True,True,2024-05-05 04:06:30.782724,False,,,43.57,REVIEW,Elevated chargeback rate: 3.31%
MERCH_00004116,Smart Consulting Ltd,Services,1.1,Partnership,299,15795.67,0.0001,US,Northeast,True,True,2025-04-20 04:06:30.782870,False,,,21.4,APPROVE,
MERCH_00004117,Smart Destinations Inc,Travel,1.5,LLC,153,10591.24,0.0189,US,Southwest,True,False,2025-09-13 04:06:30.783015,False,,,39.21,REVIEW,
MERCH_00004118,Cafe Ltd,Food & Beverage,0.9,Corporation,889,66294.8,0.0353,CA,BC,True,True,2023-09-08 04:06:30.783151,False,,,29.0,APPROVE,Elevated chargeback rate: 3.53%
MERCH_00004119,Advanced Kitchen Ltd,Food & Beverage,0.9,LLC,418,100651.69,0.019,GB,International,True,True,2024-12-22 04:06:30.783285,False,,,23.25,APPROVE,
MERCH_00004120,Superior Mart,Retail,1.0,Corporation,178,70242.01,0.0039,US,Southwest,True,True,2025-08-19 04:06:30.783420,False,,,18.45,APPROVE,
MERCH_00004121,Superior Crypto,Cryptocurrency,3.0,LLC,30,247082.41,0.0,US,Southwest,False,False,2026-01-14 04:06:30.783552,False,,,43.0,REVIEW,High-risk industry: Cryptocurrency; New business: 30 days; No website presence
MERCH_00004122,First Digital Inc,E-commerce,1.3,Sole Proprietorship,238,193516.47,0.0083,US,Northeast,True,True,2025-06-20 04:06:30.783696,False,,,23.31,APPROVE,
MERCH_00004123,First Store Services,Retail,1.0,LLC,327,114111.34,0.004,US,Northeast,True,True,2025-03-23 04:06:30.783842,False,,,15.45,APPROVE,
MERCH_00004124,First Shop Solutions,Retail,1.0,LLC,30,101095.96,0.0157,GB,International,True,True,2026-01-14 04:06:30.783976,False,,,32.45,REVIEW,New business: 30 days
MERCH_00004125,Smart Shop LLC,Retail,1.0,Corporation,245,13639.89,0.0,DE,International,True,True,2025-06-13 04:06:30.784115,False,,,21.45,APPROVE,
MERCH_00004126,First Digital Corp,Digital Goods,1.8,Sole Proprietorship,30,28970.62,0.0,US,Northeast,True,False,2026-01-14 04:06:30.784260,False,,,30.07,REVIEW,New business: 30 days
MERCH_00004127,Virtual Solutions,E-commerce,1.3,LLC,683,17207.85,0.05,US,West,True,False,2024-04-01 04:06:30.784395,False,,,43.31,REVIEW,Elevated chargeback rate: 5.00%
MERCH_00004128,Market Corp,Retail,1.0,Partnership,76,54214.66,0.0342,US,Northeast,True,True,2025-11-29 04:06:30.784528,False,,,39.2,REVIEW,New business: 76 days; Elevated chargeback rate: 3.42%
MERCH_00004129,Cafe Corp,Food & Beverage,0.9,Sole Proprietorship,93,12685.55,0.0,US,Southeast,True,False,2025-11-12 04:06:30.784662,False,,,23.5,APPROVE,
MERCH_00004130,Superior Digital,Digital Goods,1.8,Sole Proprietorship,732,5000.0,0.017,US,West,True,False,2024-02-12 04:06:30.784795,False,,,35.32,REVIEW,
MERCH_00004131,Online Ltd,E-commerce,1.3,LLC,241,17653.97,0.0184,US,Southwest,True,True,2025-06-17 04:06:30.784928,False,,,33.31,REVIEW,
MERCH_00004132,Pro Shop Ltd,Retail,1.0,Corporation,121,500000.0,0.0,US,West,True,False,2025-10-15 04:06:30.785071,False,,,19.45,APPROVE,
MERCH_00004133,Pro Advisory LLC,Services,1.1,Corporation,71,448118.27,0.01,CA,Ontario,False,True,2025-12-04 04:06:30.785218,False,,,34.4,REVIEW,New business: 71 days; No website presence
MERCH_00004134,Smart Cyber Group,E-commerce,1.3,LLC,78,23007.89,0.0254,DE,International,True,True,2025-11-27 04:06:30.785355,False,,,46.56,REVIEW,New business: 78 days; Elevated chargeback rate: 2.54%
MERCH_00004135,Superior Bistro,Food & Beverage,0.9,Sole Proprietorship,228,22015.24,0.0,FR,International,True,True,2025-06-30 04:06:30.785479,False,,,16.0,APPROVE,
MERCH_00004136,Cyber Solutions,E-commerce,1.3,Corporation,342,340020.59,0.0,US,West,False,True,2025-03-08 04:06:30.785615,False,,,19.81,APPROVE,No website presence
MERCH_00004137,Smart Bistro Group,Food & Beverage,0.9,LLC,30,398175.31,0.0085,DE,International,True,False,2026-01-14 04:06:30.785750,False,,,27.5,APPROVE,New business: 30 days
MERCH_00004138,Prime Coin,Cryptocurrency,3.0,Sole Proprietorship,30,89942.85,0.0,US,Northeast,True,True,2026-01-14 04:06:30.785884,False,,,42.0,REVIEW,High-risk industry: Cryptocurrency; New business: 30 days
MERCH_00004139,First Online Services,E-commerce,1.3,Corporation,131,37716.21,0.0,US,Southwest,True,True,2025-10-05 04:06:30.786027,False,,,22.81,APPROVE,
MERCH_00004140,Dining Solutions,Food & Beverage,0.9,Partnership,1110,30490.48,0.0349,US,Northeast,True,True,2023-01-30 04:06:30.786162,False,,,27.0,APPROVE,Elevated chargeback rate: 3.49%
MERCH_00004141,Smart Gaming Services,Gambling,2.5,LLC,195,73391.28,0.0,US,Midwest,True,True,2025-08-02 04:06:30.786305,False,,,29.74,APPROVE,High-risk industry: Gambling
MERCH_00004142,Advanced Store Corp,Retail,1.0,Corporation,174,35012.59,0.0035,US,Southeast,True,True,2025-08-23 04:06:30.786450,False,,,18.45,APPROVE,
MERCH_00004143,Support Inc,Services,1.1,Sole Proprietorship,94,95967.99,0.0345,US,Southeast,True,False,2025-11-11 04:06:30.786621,False,,,36.65,REVIEW,Elevated chargeback rate: 3.45%
MERCH_00004144,Pro Cafe LLC,Food & Beverage,0.9,LLC,176,40010.3,0.0362,US,Southwest,True,False,2025-08-21 04:06:30.786794,False,,,34.75,REVIEW,Elevated chargeback rate: 3.62%
MERCH_00004145,Virtual Inc,E-commerce,1.3,Sole Proprietorship,162,70822.32,0.0128,US,West,True,True,2025-09-04 04:06:30.786930,False,,,32.81,REVIEW,
MERCH_00004146,First Support Services,Services,1.1,Corporation,30,5000.0,0.018,US,West,True,True,2026-01-14 04:06:30.787076,False,,,37.4,REVIEW,New business: 30 days
MERCH_00004147,Superior Eats,Food & Beverage,0.9,LLC,255,23921.57559324934,0.0,DE,International,True,False,2026-01-14 04:06:30.787204,True,bustout,,19.0,APPROVE,
MERCH_00004148,Shop Group,Retail,1.0,Sole Proprietorship,346,9255.39,0.0,US,Southwest,True,False,2025-03-04 04:06:30.787338,False,,,21.45,APPROVE,
MERCH_00004149,Cafe Group,Food & Beverage,0.9,Sole Proprietorship,57,167718.6,0.0296,CA,BC,False,True,2025-11-10 04:06:30.787473,True,identity_theft,,41.25,REVIEW,New business: 57 days; Elevated chargeback rate: 2.96%; No website presence
MERCH_00004150,Global Virtual,E-commerce,1.3,Partnership,206,22108.6,0.015,CA,BC,True,True,2025-07-22 04:06:30.787608,False,,,33.81,REVIEW,
MERCH_00004151,Prime Casino LLC,Gambling,2.5,Partnership,623,9359.2,0.0139,US,Southwest,True,True,2024-05-31 04:06:30.787752,False,,,42.49,REVIEW,High-risk industry: Gambling
MERCH_00004152,Virtual Inc,E-commerce,1.3,LLC,547,314563.68,0.022,US,Southwest,False,False,2024-08-15 04:06:30.787889,False,,,34.81,REVIEW,Elevated chargeback rate: 2.20%; No website presence
MERCH_00004153,Cyber Solutions,E-commerce,1.3,Sole Proprietorship,366,18677.51,0.0,US,Southeast,False,False,2025-02-12 04:06:30.788024,False,,,18.56,APPROVE,No website presence
MERCH_00004154,Global Web Services,E-commerce,1.3,Partnership,57,50045.97,0.0379,GB,International,True,False,2025-12-18 04:06:30.788159,False,,,42.56,REVIEW,New business: 57 days; Elevated chargeback rate: 3.79%
MERCH_00004155,Digital Ltd,Digital Goods,1.8,LLC,198,303616.91,0.0188,CA,Prairies,True,True,2025-07-30 04:06:30.788293,False,,,33.57,REVIEW,
MERCH_00004156,Pro Store,Retail,1.0,Sole Proprietorship,51,15091.95,0.0,US,Midwest,False,False,2025-08-12 04:06:30.788430,True,shell_company,,26.45,APPROVE,New business: 51 days; No website presence
MERCH_00004157,Advanced Store,Retail,1.0,LLC,430,201904.69,0.0103,CA,Prairies,True,True,2024-12-10 04:06:30.788565,False,,,25.2,APPROVE,
MERCH_00004158,Global Software Co,Digital Goods,1.8,Partnership,416,500000.0,0.0062,US,West,True,False,2024-12-24 04:06:30.788709,False,,,26.82,APPROVE,
MERCH_00004159,Software LLC,Digital Goods,1.8,Corporation,71,5000.0,0.0178,US,West,True,False,2025-12-04 04:06:30.788846,False,,,45.07,REVIEW,New business: 71 days
MERCH_00004160,Superior Cyber,E-commerce,1.3,Corporation,461,41682.77,0.0,GB,International,True,True,2024-11-09 04:06:30.788971,False,,,19.56,APPROVE,
MERCH_00004161,First Shop,Retail,1.0,Corporation,1116,17583.98,0.0021,US,Midwest,True,True,2023-01-24 04:06:30.789105,False,,,16.7,APPROVE,
MERCH_00004162,Consulting Inc,Services,1.1,Corporation,980,17567.02,0.0,US,Midwest,True,True,2023-06-09 04:06:30.789245,False,,,17.65,APPROVE,
MERCH_00004163,Consulting Inc,Services,1.1,Sole Proprietorship,97,173578.6,0.0024,US,Midwest,True,True,2025-11-08 04:06:30.789379,False,,,19.4,APPROVE,
MERCH_00004164,Prime Goods,Retail,1.0,LLC,199,47681.49,0.0031,US,Midwest,True,True,2025-07-29 04:06:30.789513,False,,,16.95,APPROVE,
MERCH_00004165,Prime Bistro Ltd,Food & Beverage,0.9,LLC,317,17317.91,0.0239,US,Midwest,True,False,2025-04-02 04:06:30.789751,False,,,36.75,REVIEW,Elevated chargeback rate: 2.39%
MERCH_00004166,Pro Digital,Digital Goods,1.8,LLC,51,232745.41,0.0356,US,Midwest,True,True,2025-12-24 04:06:30.789905,False,,,46.82,REVIEW,New business: 51 days; Elevated chargeback rate: 3.56%
MERCH_00004167,Superior Virtual Services,E-commerce,1.3,LLC,262,5000.0,0.0163,US,West,False,False,2025-05-27 04:06:30.790053,False,,,35.81,REVIEW,No website presence
MERCH_00004168,Global Market LLC,Retail,1.0,Sole Proprietorship,420,14040.22,0.0,US,Northeast,True,False,2024-12-20 04:06:30.790202,False,,,19.2,APPROVE,
MERCH_00004169,Superior Apps,Digital Goods,1.8,LLC,573,211288.52,0.02,GB,International,True,True,2024-07-20 04:06:30.790616,False,,,38.07,REVIEW,Elevated chargeback rate: 2.00%
MERCH_00004170,Market Services,Retail,1.0,Partnership,94,482475.51,0.0,US,Northeast,True,True,2025-11-11 04:06:30.791265,False,,,18.45,APPROVE,
MERCH_00004171,Prime Destinations LLC,Travel,1.5,Partnership,998,28787.39,0.0323,US,Southwest,True,False,2023-05-22 04:06:30.791413,False,,,35.21,REVIEW,Elevated chargeback rate: 3.23%
MERCH_00004172,Smart Market Solutions,Retail,1.0,LLC,139,18723.77,0.0537,US,Southwest,True,False,2025-09-27 04:06:30.791561,False,,,45.7,REVIEW,Elevated chargeback rate: 5.37%
MERCH_00004173,First Support LLC,Services,1.1,Corporation,693,125156.01,0.0,US,Midwest,True,False,2024-03-22 04:06:30.791707,False,,,15.15,APPROVE,
MERCH_00004174,Bistro Services,Food & Beverage,0.9,Partnership,489,57715.08,0.039,CA,Ontario,True,True,2024-10-12 04:06:30.791842,False,,,29.0,APPROVE,Elevated chargeback rate: 3.90%
MERCH_00004175,Market LLC,Retail,1.0,Partnership,219,100987.61,0.0,US,Southeast,True,False,2025-07-09 04:06:30.791977,False,,,18.95,APPROVE,
MERCH_00004176,Advanced Destinations,Travel,1.5,Partnership,99,59210.04,0.0048,US,West,True,True,2025-11-06 04:06:30.792114,False,,,27.21,APPROVE,
MERCH_00004177,Pro Dining Corp,Food & Beverage,0.9,Sole Proprietorship,388,158250.55,0.0204,GB,International,True,False,2025-01-21 04:06:30.792250,False,,,30.5,REVIEW,Elevated chargeback rate: 2.04%
MERCH_00004178,Elite Advisory Corp,Services,1.1,Sole Proprietorship,332,5000.0,0.042,US,Midwest,True,True,2025-03-18 04:06:30.792397,False,,,37.65,REVIEW,Elevated chargeback rate: 4.20%
MERCH_00004179,Market LLC,Retail,1.0,Sole Proprietorship,1044,17194.31,0.0,DE,International,True,False,2023-04-06 04:06:30.792522,False,,,18.7,APPROVE,
MERCH_00004180,Pro Consulting,Services,1.1,Sole Proprietorship,32,30881.78,0.0041,GB,International,True,False,2026-01-12 04:06:30.792647,False,,,25.9,APPROVE,New business: 32 days
MERCH_00004181,Advanced Cafe,Food & Beverage,0.9,Corporation,647,13849.66,0.0,US,Midwest,True,True,2024-05-07 04:06:30.792782,False,,,17.25,APPROVE,
MERCH_00004182,Mart Group,Retail,1.0,Sole Proprietorship,138,119623.26,0.0193,US,Southwest,True,False,2025-09-28 04:06:30.792919,False,,,29.45,APPROVE,
MERCH_00004183,Software Corp,Digital Goods,1.8,Sole Proprietorship,806,44865.36,0.0,US,Midwest,True,True,2023-11-30 04:06:30.793056,False,,,19.32,APPROVE,
MERCH_00004184,Pro Dining Co,Food & Beverage,0.9,LLC,519,83005.12,0.0504,DE,International,True,False,2024-09-12 04:06:30.793194,False,,,35.5,REVIEW,Elevated chargeback rate: 5.04%
MERCH_00004185,Advanced Support Corp,Services,1.1,LLC,608,11784.02,0.0486,CA,Prairies,True,True,2024-06-15 04:06:30.793341,False,,,35.9,REVIEW,Elevated chargeback rate: 4.86%
MERCH_00004186,Apps Co,Digital Goods,1.8,LLC,32,40561.27,0.0033,GB,International,True,True,2026-01-12 04:06:30.793469,False,,,30.07,REVIEW,New business: 32 days
MERCH_00004187,Prime Journeys Inc,Travel,1.5,Corporation,284,15316.57,0.0,US,Southwest,False,True,2025-05-05 04:06:30.793617,False,,,26.71,APPROVE,No website presence
MERCH_00004188,Superior Journeys Solutions,Travel,2.25,Sole Proprietorship,622,429526.5496709745,0.0,Other,International,True,True,2024-06-01 04:06:30.793755,True,transaction_laundering,,31.61,REVIEW,High-risk industry: Travel
MERCH_00004189,Support Ltd,Services,1.1,Partnership,58,15464.34,0.0176,GB,International,True,True,2025-12-17 04:06:30.793880,False,,,38.4,REVIEW,New business: 58 days
MERCH_00004190,First Journeys Services,Travel,1.5,Corporation,564,24609.93,0.0054,CA,Ontario,True,True,2024-07-29 04:06:30.794025,False,,,28.46,APPROVE,
MERCH_00004191,Cafe Corp,Food & Beverage,0.9,Partnership,338,72988.22,0.0,US,West,True,True,2025-03-12 04:06:30.794163,False,,,14.5,APPROVE,
MERCH_00004192,Elite Trips Group,Travel,1.5,Partnership,51,13399.86,0.0815,US,Northeast,False,True,2025-12-24 04:06:30.794307,False,,,53.96,REVIEW,New business: 51 days; Elevated chargeback rate: 8.15%; No website presence
MERCH_00004193,First Online LLC,E-commerce,1.3,Corporation,385,49116.05,0.0218,US,Southwest,True,True,2025-01-24 04:06:30.794453,False,,,32.31,REVIEW,Elevated chargeback rate: 2.18%
MERCH_00004194,Prime Web Group,E-commerce,1.3,LLC,281,141612.49,0.0222,US,Northeast,False,True,2025-05-08 04:06:30.794598,False,,,36.06,REVIEW,Elevated chargeback rate: 2.22%; No website presence
MERCH_00004195,Smart Shop,Retail,1.0,LLC,520,5000.0,0.0084,DE,International,True,False,2024-09-11 04:06:30.794723,False,,,25.2,APPROVE,
MERCH_00004196,Advanced Kitchen,Food & Beverage,0.9,Corporation,210,35715.39,0.0009,US,West,False,True,2025-07-18 04:06:30.794859,False,,,16.0,APPROVE,No website presence
MERCH_00004197,Elite Crypto Corp,Cryptocurrency,3.0,LLC,30,16067.56,0.0019,US,Southwest,True,False,2026-01-14 04:06:30.795005,False,,,46.5,REVIEW,High-risk industry: Cryptocurrency; New business: 30 days
MERCH_00004198,Destinations Corp,Travel,1.5,LLC,596,500000.0,0.0,US,Midwest,False,True,2024-06-27 04:06:30.795142,False,,,19.46,APPROVE,No website presence
MERCH_00004199,Support Group,Services,1.1,LLC,364,92960.85,0.0159,US,Northeast,True,True,2025-02-14 04:06:30.795279,False,,,27.9,APPROVE,
MERCH_00004200,First Software,Digital Goods,1.8,LLC,353,32637.41,0.0183,US,Southwest,False,False,2025-02-25 04:06:30.795414,False,,,37.07,REVIEW,No website presence
MERCH_00004201,Smart Digital,E-commerce,1.3,Sole Proprietorship,553,131233.9,0.0097,US,Southwest,True,True,2024-08-09 04:06:30.795549,False,,,22.56,APPROVE,
MERCH_00004202,Elite Advisory,Services,1.1,LLC,111,24896.57,0.0,US,Southeast,True,True,2025-10-25 04:06:30.795684,False,,,19.4,APPROVE,
MERCH_00004203,Dining Ltd,Food & Beverage,0.9,Sole Proprietorship,358,64786.9,0.0039,FR,International,True,False,2025-02-20 04:06:30.795810,False,,,17.0,APPROVE,
MERCH_00004204,Elite Kitchen LLC,Food & Beverage,0.9,LLC,57,500000.0,0.0099,US,Northeast,True,False,2025-12-18 04:06:30.795955,False,,,26.5,APPROVE,New business: 57 days
MERCH_00004205,Pro Bistro,Food & Beverage,0.9,Corporation,30,23328.28,0.0543,US,Midwest,True,False,2026-01-14 04:06:30.796089,False,,,47.75,REVIEW,New business: 30 days; Elevated chargeback rate: 5.43%
MERCH_00004206,Superior Web Group,E-commerce,1.3,LLC,414,47919.39,0.0339,US,West,True,True,2024-12-26 04:06:30.796238,False,,,34.81,REVIEW,Elevated chargeback rate: 3.39%
MERCH_00004207,First Virtual,E-commerce,1.3,LLC,237,57694.77,0.0545,US,Southwest,True,False,2025-06-21 04:06:30.796374,False,,,43.06,REVIEW,Elevated chargeback rate: 5.45%
MERCH_00004208,Global Care LLC,Services,1.1,Corporation,30,272527.91,0.0,US,West,True,False,2026-01-14 04:06:30.796517,False,,,23.4,APPROVE,New business: 30 days
MERCH_00004209,Smart Digital,Digital Goods,1.8,LLC,30,48309.88,0.0103,GB,International,False,True,2026-01-14 04:06:30.796645,False,,,43.07,REVIEW,New business: 30 days; No website presence
MERCH_00004210,Advanced Dining Co,Food & Beverage,0.9,LLC,145,38800.25,0.0122,US,Southeast,True,True,2025-09-21 04:06:30.796790,False,,,29.0,APPROVE,
MERCH_00004211,Digital Solutions,E-commerce,1.3,Sole Proprietorship,199,500000.0,0.0266,US,Northeast,True,True,2025-07-29 04:06:30.796925,False,,,34.56,REVIEW,Elevated chargeback rate: 2.66%
MERCH_00004212,Superior Cyber Inc,E-commerce,1.3,LLC,329,14871.396069765186,0.0,US,Southwest,True,False,2025-02-23 04:06:30.797069,True,bustout,,21.81,APPROVE,
MERCH_00004213,Advanced Web Services,E-commerce,1.3,Sole Proprietorship,36,52743.8,0.0,US,West,True,False,2026-01-08 04:06:30.797216,False,,,27.81,APPROVE,New business: 36 days
MERCH_00004214,Elite Online,E-commerce,1.3,LLC,55,22496.14,0.0,GB,International,True,True,2025-12-20 04:06:30.797342,False,,,30.31,REVIEW,New business: 55 days
MERCH_00004215,Market Ltd,Retail,1.0,Partnership,395,9878.49,0.0105,US,Southwest,False,False,2025-01-14 04:06:30.797476,False,,,30.7,REVIEW,No website presence
MERCH_00004216,First Store Services,Retail,1.0,Sole Proprietorship,243,17738.38,0.0138,US,Southwest,True,True,2025-06-15 04:06:30.797625,False,,,30.45,REVIEW,
MERCH_00004217,Superior Market Group,Retail,1.0,Corporation,263,151075.87,0.0275,GB,International,True,True,2025-05-26 04:06:30.797762,False,,,34.2,REVIEW,Elevated chargeback rate: 2.75%
