merchant_id,risk_score,decision,industry_risk,business_age_risk,chargeback_risk,velocity_risk,geographic_risk,pattern_risk,risk_factors,scored_at
MERCH_00005661,37.75,REVIEW,0.0,80,75,20,30,0,New business: 30 days; Elevated chargeback rate: 2.64%,2026-02-13 04:15:49.826419
MERCH_00005662,54.46,REVIEW,28.57142857142857,80,75,50,30,50,New business: 30 days; Elevated chargeback rate: 3.94%,2026-02-13 04:15:49.965043
MERCH_00005663,49.56,REVIEW,19.047619047619047,80,95,20,35,25,New business: 49 days; Elevated chargeback rate: 7.60%; No website presence,2026-02-13 04:15:50.079920
MERCH_00005664,36.71,REVIEW,28.57142857142857,25,75,20,20,25,Elevated chargeback rate: 3.85%,2026-02-13 04:15:50.205679
MERCH_00005665,32.71,REVIEW,28.57142857142857,40,50,20,30,15,,2026-02-13 04:15:50.354489
MERCH_00005666,28.5,APPROVE,0.0,25,75,20,20,0,Elevated chargeback rate: 3.83%,2026-02-13 04:15:50.500605
MERCH_00005667,31.7,REVIEW,4.761904761904761,40,75,20,20,0,Elevated chargeback rate: 2.97%,2026-02-13 04:15:50.656489
MERCH_00005668,23.2,APPROVE,4.761904761904761,25,50,20,20,0,,2026-02-13 04:15:50.784975
MERCH_00005669,44.2,REVIEW,4.761904761904761,80,75,20,35,50,New business: 30 days; Elevated chargeback rate: 2.04%,2026-02-13 04:15:50.919614
MERCH_00005670,22.4,APPROVE,9.523809523809526,80,10,20,20,0,New business: 31 days,2026-02-13 04:15:51.072373
MERCH_00005671,26.21,APPROVE,28.57142857142857,80,10,20,20,0,New business: 30 days,2026-02-13 04:15:51.243477
MERCH_00005672,34.21,REVIEW,28.57142857142857,60,50,20,30,0,,2026-02-13 04:15:51.392326
MERCH_00005673,14.2,APPROVE,4.761904761904761,15,10,20,30,15,,2026-02-13 04:15:51.511311
MERCH_00005674,19.32,APPROVE,42.857142857142854,15,10,20,20,0,,2026-02-13 04:15:51.609872
MERCH_00005675,18.31,APPROVE,19.047619047619047,40,10,20,20,0,,2026-02-13 04:15:51.733464
MERCH_00005676,14.2,APPROVE,4.761904761904761,15,10,20,30,15,,2026-02-13 04:15:51.856966
MERCH_00005677,39.81,REVIEW,19.047619047619047,80,50,20,35,40,New business: 40 days; No website presence,2026-02-13 04:15:51.973560
MERCH_00005678,22.4,APPROVE,9.523809523809526,40,10,20,30,50,,2026-02-13 04:15:52.083893
MERCH_00005679,26.95,APPROVE,4.761904761904761,80,10,20,50,25,New business: 32 days; No website presence,2026-02-13 04:15:52.201006
MERCH_00005680,50.49,REVIEW,76.19047619047619,60,75,20,35,0,High-risk industry: Gambling; Elevated chargeback rate: 4.01%; No website presence,2026-02-13 04:15:52.354672
MERCH_00005681,12.65,APPROVE,9.523809523809526,15,10,20,20,0,,2026-02-13 04:15:52.498942
MERCH_00005682,25.81,APPROVE,19.047619047619047,80,10,20,35,0,New business: 30 days,2026-02-13 04:15:52.630130
MERCH_00005683,33.0,REVIEW,0.0,15,75,20,30,50,Elevated chargeback rate: 2.25%,2026-02-13 04:15:52.774123
MERCH_00005684,30.81,REVIEW,19.047619047619047,80,10,20,35,50,New business: 71 days; No website presence,2026-02-13 04:15:52.895619
MERCH_00005685,39.57,REVIEW,42.857142857142854,80,50,20,25,0,New business: 30 days,2026-02-13 04:15:53.004224
MERCH_00005686,36.99,REVIEW,76.19047619047619,15,50,20,30,0,High-risk industry: Gambling,2026-02-13 04:15:53.105604
MERCH_00005687,39.15,REVIEW,9.523809523809526,40,75,20,35,50,Elevated chargeback rate: 2.57%; No website presence,2026-02-13 04:15:53.237757
MERCH_00005688,39.07,REVIEW,42.857142857142854,40,50,20,30,50,,2026-02-13 04:15:53.370521
MERCH_00005689,39.56,REVIEW,19.047619047619047,40,75,20,20,50,Elevated chargeback rate: 3.93%,2026-02-13 04:15:53.500210
MERCH_00005690,30.81,REVIEW,19.047619047619047,15,75,20,20,0,Elevated chargeback rate: 3.54%,2026-02-13 04:15:53.640566
MERCH_00005691,40.06,REVIEW,19.047619047619047,60,75,20,20,25,Elevated chargeback rate: 2.83%,2026-02-13 04:15:53.793757
MERCH_00005692,25.21,APPROVE,28.57142857142857,40,10,20,45,25,No website presence,2026-02-13 04:15:53.928277
MERCH_00005693,20.81,APPROVE,19.047619047619047,40,10,20,20,25,,2026-02-13 04:15:54.036935
MERCH_00005694,26.81,APPROVE,19.047619047619047,40,30,20,40,15,,2026-02-13 04:15:54.164043
MERCH_00005695,45.56,REVIEW,19.047619047619047,80,75,20,20,50,New business: 30 days; Elevated chargeback rate: 2.32%,2026-02-13 04:15:54.270851
MERCH_00005696,21.45,APPROVE,4.761904761904761,80,10,20,20,0,New business: 30 days,2026-02-13 04:15:54.391242
MERCH_00005697,21.31,APPROVE,19.047619047619047,60,10,20,20,0,,2026-02-13 04:15:54.527016
MERCH_00005698,39.7,REVIEW,4.761904761904761,60,75,20,20,50,Elevated chargeback rate: 2.29%,2026-02-13 04:15:54.651083
MERCH_00005699,53.06,REVIEW,19.047619047619047,80,95,20,45,50,New business: 40 days; Elevated chargeback rate: 13.08%; No website presence,2026-02-13 04:15:54.810931
MERCH_00005700,28.31,APPROVE,19.047619047619047,40,50,20,20,0,,2026-02-13 04:15:54.970222
MERCH_00005701,26.31,APPROVE,19.047619047619047,60,30,20,20,0,,2026-02-13 04:15:55.126805
MERCH_00005702,50.75,REVIEW,100.0,40,75,20,20,0,High-risk industry: Cryptocurrency; Elevated chargeback rate: 2.62%,2026-02-13 04:15:55.267551
MERCH_00005703,31.45,REVIEW,4.761904761904761,40,50,20,30,50,,2026-02-13 04:15:55.376672
MERCH_00005704,19.7,APPROVE,4.761904761904761,25,30,20,35,0,No website presence,2026-02-13 04:15:55.484196
MERCH_00005705,37.7,REVIEW,4.761904761904761,60,75,20,35,15,Elevated chargeback rate: 3.41%,2026-02-13 04:15:55.583293
MERCH_00005706,23.45,APPROVE,4.761904761904761,60,10,20,20,50,,2026-02-13 04:15:55.688580
MERCH_00005707,44.2,REVIEW,4.761904761904761,80,75,20,35,50,New business: 57 days; Elevated chargeback rate: 3.00%; No website presence,2026-02-13 04:15:55.792918
MERCH_00005708,47.82,REVIEW,42.857142857142854,80,75,20,45,0,New business: 30 days; Elevated chargeback rate: 2.82%; No website presence,2026-02-13 04:15:55.904622
MERCH_00005709,21.31,APPROVE,19.047619047619047,60,10,20,20,0,,2026-02-13 04:15:56.037505
MERCH_00005710,26.4,APPROVE,9.523809523809526,40,50,20,20,0,,2026-02-13 04:15:56.181565
MERCH_00005711,12.25,APPROVE,0.0,15,10,20,20,15,,2026-02-13 04:15:56.327537
MERCH_00005712,36.57,REVIEW,42.857142857142854,15,75,20,30,0,Elevated chargeback rate: 3.33%,2026-02-13 04:15:56.487090
MERCH_00005713,38.14,REVIEW,35.71428571428572,15,75,20,20,40,Elevated chargeback rate: 2.60%,2026-02-13 04:15:56.621654
MERCH_00005714,13.7,APPROVE,4.761904761904761,15,10,20,25,15,,2026-02-13 04:15:56.739339
MERCH_00005715,45.82,REVIEW,42.857142857142854,40,95,20,20,15,Elevated chargeback rate: 5.38%,2026-02-13 04:15:56.845293
MERCH_00005716,27.95,APPROVE,4.761904761904761,15,75,20,20,0,Elevated chargeback rate: 3.89%,2026-02-13 04:15:56.958183
MERCH_00005717,38.95,REVIEW,4.761904761904761,80,50,20,45,50,New business: 30 days; No website presence,2026-02-13 04:15:57.066212
MERCH_00005718,28.9,APPROVE,9.523809523809526,40,50,20,20,25,,2026-02-13 04:15:57.209560
MERCH_00005719,31.5,REVIEW,0.0,80,50,20,30,0,New business: 87 days,2026-02-13 04:15:57.360556
MERCH_00005720,27.96,APPROVE,28.57142857142857,25,50,20,20,0,,2026-02-13 04:15:57.482145
MERCH_00005721,24.5,APPROVE,0.0,40,50,20,20,0,,2026-02-13 04:15:57.615201
MERCH_00005722,22.06,APPROVE,19.047619047619047,25,10,20,30,50,,2026-02-13 04:15:57.735346
MERCH_00005723,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:15:57.856437
MERCH_00005724,21.95,APPROVE,4.761904761904761,40,10,20,35,50,No website presence,2026-02-13 04:15:57.968080
MERCH_00005725,24.31,APPROVE,19.047619047619047,80,10,20,20,0,New business: 70 days,2026-02-13 04:15:58.095746
MERCH_00005726,20.75,APPROVE,0.0,15,50,20,20,0,,2026-02-13 04:15:58.240675
MERCH_00005727,29.95,APPROVE,4.761904761904761,60,50,20,35,0,No website presence,2026-02-13 04:15:58.392031
MERCH_00005728,21.06,APPROVE,19.047619047619047,25,10,20,20,50,,2026-02-13 04:15:58.544026
MERCH_00005729,27.0,APPROVE,0.0,80,30,20,35,0,New business: 62 days; No website presence,2026-02-13 04:15:58.685093
MERCH_00005730,38.57,REVIEW,42.857142857142854,25,75,20,20,15,Elevated chargeback rate: 4.26%,2026-02-13 04:15:58.812888
MERCH_00005731,28.4,APPROVE,9.523809523809526,80,10,20,30,50,New business: 76 days,2026-02-13 04:15:58.918296
MERCH_00005732,22.0,APPROVE,0.0,40,10,20,45,50,No website presence,2026-02-13 04:15:59.024812
MERCH_00005733,36.71,REVIEW,28.57142857142857,15,75,20,20,40,Elevated chargeback rate: 4.01%,2026-02-13 04:15:59.138124
MERCH_00005734,31.57,REVIEW,42.857142857142854,80,10,20,45,0,New business: 30 days,2026-02-13 04:15:59.252076
MERCH_00005735,43.25,REVIEW,0.0,80,95,20,35,0,New business: 30 days; Elevated chargeback rate: 5.09%,2026-02-13 04:15:59.363512
MERCH_00005736,22.7,APPROVE,4.761904761904761,15,50,20,30,0,,2026-02-13 04:15:59.493535
MERCH_00005737,33.31,REVIEW,19.047619047619047,60,50,20,40,0,,2026-02-13 04:15:59.628955
MERCH_00005738,12.75,APPROVE,0.0,25,10,20,25,0,,2026-02-13 04:15:59.765120
MERCH_00005739,34.56,REVIEW,19.047619047619047,40,75,20,20,0,Elevated chargeback rate: 2.18%,2026-02-13 04:15:59.889082
MERCH_00005740,17.56,APPROVE,19.047619047619047,25,10,20,20,15,,2026-02-13 04:16:00.010787
MERCH_00005741,42.49,REVIEW,76.19047619047619,15,50,20,35,50,High-risk industry: Gambling; No website presence,2026-02-13 04:16:00.132809
MERCH_00005742,16.25,APPROVE,0.0,25,10,20,45,15,No website presence,2026-02-13 04:16:00.252824
MERCH_00005743,26.95,APPROVE,4.761904761904761,40,30,20,35,50,No website presence,2026-02-13 04:16:00.390213
MERCH_00005744,36.81,REVIEW,19.047619047619047,80,50,20,45,0,New business: 62 days; No website presence,2026-02-13 04:16:00.532977
MERCH_00005745,33.25,REVIEW,100.0,25,10,20,30,0,High-risk industry: Cryptocurrency,2026-02-13 04:16:00.673358
MERCH_00005746,25.32,APPROVE,42.857142857142854,15,30,20,30,0,,2026-02-13 04:16:00.811703
MERCH_00005747,37.2,REVIEW,4.761904761904761,40,75,20,75,0,Elevated chargeback rate: 2.39%; No website presence,2026-02-13 04:16:00.955569
MERCH_00005748,28.4,APPROVE,9.523809523809526,80,10,20,30,50,New business: 30 days,2026-02-13 04:16:01.085830
MERCH_00005749,33.2,REVIEW,4.761904761904761,40,75,20,35,0,Elevated chargeback rate: 2.00%; No website presence,2026-02-13 04:16:01.206940
MERCH_00005750,24.81,APPROVE,19.047619047619047,80,10,20,25,0,New business: 59 days,2026-02-13 04:16:01.319602
MERCH_00005751,43.56,REVIEW,19.047619047619047,60,75,20,30,50,Elevated chargeback rate: 2.72%,2026-02-13 04:16:01.424179
MERCH_00005752,31.95,REVIEW,4.761904761904761,25,75,20,30,15,Elevated chargeback rate: 3.53%,2026-02-13 04:16:01.540915
MERCH_00005753,26.45,APPROVE,4.761904761904761,80,10,20,20,50,New business: 60 days,2026-02-13 04:16:01.674958
MERCH_00005754,25.7,APPROVE,4.761904761904761,25,30,20,45,50,No website presence,2026-02-13 04:16:01.803435
MERCH_00005755,22.0,APPROVE,0.0,80,10,20,20,15,New business: 74 days,2026-02-13 04:16:01.944094
MERCH_00005756,45.25,REVIEW,0.0,80,95,20,30,25,New business: 52 days; Elevated chargeback rate: 7.48%,2026-02-13 04:16:02.071487
MERCH_00005757,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:16:02.195721
MERCH_00005758,36.57,REVIEW,42.857142857142854,80,10,20,70,25,New business: 49 days,2026-02-13 04:16:02.329040
MERCH_00005759,25.64,APPROVE,35.71428571428572,40,10,20,35,25,No website presence,2026-02-13 04:16:02.453550
MERCH_00005760,29.31,APPROVE,19.047619047619047,40,30,20,30,50,,2026-02-13 04:16:02.557939
MERCH_00005761,36.06,REVIEW,19.047619047619047,40,75,20,20,15,Elevated chargeback rate: 3.47%,2026-02-13 04:16:02.670025
MERCH_00005762,35.45,REVIEW,4.761904761904761,25,75,20,30,50,Elevated chargeback rate: 3.09%,2026-02-13 04:16:02.799873
MERCH_00005763,34.15,REVIEW,9.523809523809526,40,75,20,35,0,Elevated chargeback rate: 4.26%; No website presence,2026-02-13 04:16:02.941797
MERCH_00005764,21.06,APPROVE,19.047619047619047,25,30,20,20,0,,2026-02-13 04:16:03.094610
MERCH_00005765,27.31,APPROVE,19.047619047619047,80,10,20,35,15,New business: 85 days; No website presence,2026-02-13 04:16:03.265423
MERCH_00005766,29.95,APPROVE,4.761904761904761,40,50,20,25,40,,2026-02-13 04:16:03.418709
MERCH_00005767,14.5,APPROVE,0.0,40,10,20,20,0,,2026-02-13 04:16:03.569647
MERCH_00005768,42.25,REVIEW,0.0,80,75,20,60,15,New business: 30 days; Elevated chargeback rate: 3.12%; No website presence,2026-02-13 04:16:03.702031
MERCH_00005769,22.9,APPROVE,9.523809523809526,40,30,20,20,15,,2026-02-13 04:16:03.867000
MERCH_00005770,26.4,APPROVE,9.523809523809526,40,50,20,20,0,,2026-02-13 04:16:04.031672
MERCH_00005771,16.4,APPROVE,9.523809523809526,40,10,20,20,0,,2026-02-13 04:16:04.192539
MERCH_00005772,24.65,APPROVE,9.523809523809526,15,50,20,40,0,,2026-02-13 04:16:04.348515
MERCH_00005773,39.56,REVIEW,19.047619047619047,40,75,20,20,50,Elevated chargeback rate: 3.66%,2026-02-13 04:16:04.504599
MERCH_00005774,16.56,APPROVE,19.047619047619047,15,10,20,40,0,,2026-02-13 04:16:04.665934
MERCH_00005775,37.75,REVIEW,0.0,40,75,20,40,50,Elevated chargeback rate: 2.76%,2026-02-13 04:16:04.814267
MERCH_00005776,21.71,APPROVE,28.57142857142857,40,10,20,20,15,,2026-02-13 04:16:04.973368
MERCH_00005777,18.45,APPROVE,4.761904761904761,60,10,20,20,0,,2026-02-13 04:16:05.134745
MERCH_00005778,27.9,APPROVE,9.523809523809526,40,50,20,35,0,,2026-02-13 04:16:05.301389
MERCH_00005779,35.21,REVIEW,28.57142857142857,25,75,20,30,0,Elevated chargeback rate: 3.05%,2026-02-13 04:16:05.462923
MERCH_00005780,33.32,REVIEW,42.857142857142854,25,50,20,20,25,,2026-02-13 04:16:05.640390
MERCH_00005781,12.7,APPROVE,4.761904761904761,15,10,20,30,0,,2026-02-13 04:16:05.795768
MERCH_00005782,32.71,REVIEW,28.57142857142857,15,75,20,20,0,Elevated chargeback rate: 3.49%,2026-02-13 04:16:05.956972
MERCH_00005783,30.5,REVIEW,0.0,40,50,20,30,50,,2026-02-13 04:16:06.101683
MERCH_00005784,45.74,REVIEW,76.19047619047619,25,75,20,25,15,High-risk industry: Gambling; Elevated chargeback rate: 2.87%,2026-02-13 04:16:06.257774
MERCH_00005785,41.75,REVIEW,0.0,60,95,20,35,15,Elevated chargeback rate: 6.16%,2026-02-13 04:16:06.414021
MERCH_00005786,27.96,APPROVE,28.57142857142857,15,50,20,35,0,No website presence,2026-02-13 04:16:06.571663
MERCH_00005787,51.24,REVIEW,76.19047619047619,25,95,20,45,0,High-risk industry: Gambling; Elevated chargeback rate: 5.97%; No website presence,2026-02-13 04:16:06.732001
MERCH_00005788,54.24,REVIEW,76.19047619047619,80,50,20,55,50,High-risk industry: Gambling; New business: 81 days; No website presence,2026-02-13 04:16:06.882781
MERCH_00005789,35.95,REVIEW,4.761904761904761,80,50,20,25,40,New business: 79 days,2026-02-13 04:16:07.040742
MERCH_00005790,52.82,REVIEW,42.857142857142854,80,95,20,30,15,New business: 30 days; Elevated chargeback rate: 6.56%,2026-02-13 04:16:07.207177
MERCH_00005791,51.49,REVIEW,76.19047619047619,60,75,20,20,25,High-risk industry: Gambling; Elevated chargeback rate: 2.90%,2026-02-13 04:16:07.367226
MERCH_00005792,26.2,APPROVE,4.761904761904761,25,50,20,35,15,,2026-02-13 04:16:07.536324
MERCH_00005793,40.65,REVIEW,9.523809523809526,60,75,20,20,50,Elevated chargeback rate: 2.61%,2026-02-13 04:16:07.686635
MERCH_00005794,21.06,APPROVE,19.047619047619047,15,10,20,35,50,No website presence,2026-02-13 04:16:07.840824
MERCH_00005795,12.25,APPROVE,0.0,15,10,20,20,15,,2026-02-13 04:16:08.005984
MERCH_00005796,32.71,REVIEW,28.57142857142857,15,75,20,20,0,Elevated chargeback rate: 2.97%,2026-02-13 04:16:08.167392
MERCH_00005797,21.21,APPROVE,28.57142857142857,40,10,20,30,0,,2026-02-13 04:16:08.329750
MERCH_00005798,47.7,REVIEW,4.761904761904761,80,95,20,20,50,New business: 30 days; Elevated chargeback rate: 5.57%,2026-02-13 04:16:08.486549
MERCH_00005799,44.96,REVIEW,28.57142857142857,80,75,20,45,0,New business: 30 days; Elevated chargeback rate: 2.14%; No website presence,2026-02-13 04:16:08.647817
MERCH_00005800,24.4,APPROVE,9.523809523809526,60,30,20,20,0,,2026-02-13 04:16:08.808287
MERCH_00005801,16.06,APPROVE,19.047619047619047,15,10,20,20,15,,2026-02-13 04:16:08.955673
MERCH_00005802,31.21,REVIEW,28.57142857142857,40,50,20,30,0,,2026-02-13 04:16:09.098480
MERCH_00005803,31.96,REVIEW,28.57142857142857,25,50,20,45,15,,2026-02-13 04:16:09.223279
MERCH_00005804,23.15,APPROVE,9.523809523809526,25,30,20,20,40,,2026-02-13 04:16:09.342833
MERCH_00005805,40.5,REVIEW,100.0,80,10,20,20,0,High-risk industry: Cryptocurrency; New business: 30 days,2026-02-13 04:16:09.482708
MERCH_00005806,19.95,APPROVE,4.761904761904761,60,10,20,35,0,,2026-02-13 04:16:09.633422
MERCH_00005807,34.31,REVIEW,19.047619047619047,40,50,20,30,50,,2026-02-13 04:16:09.769444
MERCH_00005808,26.7,APPROVE,4.761904761904761,15,50,20,20,50,,2026-02-13 04:16:09.896066
MERCH_00005809,27.31,APPROVE,19.047619047619047,60,10,20,30,50,,2026-02-13 04:16:10.027595
MERCH_00005810,12.25,APPROVE,0.0,25,10,20,20,0,,2026-02-13 04:16:10.172370
MERCH_00005811,46.07,REVIEW,42.857142857142854,15,95,20,25,50,Elevated chargeback rate: 6.20%,2026-02-13 04:16:10.324267
MERCH_00005812,16.0,APPROVE,0.0,40,10,20,35,0,,2026-02-13 04:16:10.433428
MERCH_00005813,12.75,APPROVE,0.0,15,10,20,40,0,,2026-02-13 04:16:10.549362
MERCH_00005814,18.75,APPROVE,0.0,25,10,20,35,50,,2026-02-13 04:16:10.668730
MERCH_00005815,31.06,REVIEW,19.047619047619047,25,50,20,20,50,,2026-02-13 04:16:10.779794
MERCH_00005816,41.46,REVIEW,28.57142857142857,40,75,20,20,50,Elevated chargeback rate: 3.17%,2026-02-13 04:16:10.920427
MERCH_00005817,32.0,REVIEW,0.0,15,75,20,20,50,Elevated chargeback rate: 2.77%,2026-02-13 04:16:11.021507
MERCH_00005818,31.5,REVIEW,0.0,60,50,20,45,15,No website presence,2026-02-13 04:16:11.150925
MERCH_00005819,27.4,APPROVE,9.523809523809526,80,30,20,20,0,New business: 34 days,2026-02-13 04:16:11.327539
MERCH_00005820,24.45,APPROVE,4.761904761904761,60,30,20,30,0,,2026-02-13 04:16:11.477082
MERCH_00005821,36.25,REVIEW,0.0,40,75,20,75,0,Elevated chargeback rate: 2.97%; No website presence,2026-02-13 04:16:11.647977
MERCH_00005822,21.56,APPROVE,19.047619047619047,25,30,20,25,0,,2026-02-13 04:16:11.784189
MERCH_00005823,23.45,APPROVE,4.761904761904761,60,10,20,20,50,,2026-02-13 04:16:11.921813
MERCH_00005824,25.31,APPROVE,19.047619047619047,80,10,20,30,0,New business: 30 days,2026-02-13 04:16:12.071103
MERCH_00005825,24.75,APPROVE,50.000000000000014,25,10,20,20,25,,2026-02-13 04:16:12.239972
MERCH_00005826,28.07,APPROVE,42.857142857142854,40,30,20,20,0,,2026-02-13 04:16:12.406844
MERCH_00005827,25.82,APPROVE,42.857142857142854,15,10,20,35,50,,2026-02-13 04:16:12.583577
MERCH_00005828,47.24,REVIEW,76.19047619047619,15,75,20,20,50,High-risk industry: Gambling; Elevated chargeback rate: 2.78%,2026-02-13 04:16:12.755786
MERCH_00005829,17.56,APPROVE,19.047619047619047,15,10,20,35,15,,2026-02-13 04:16:12.937156
MERCH_00005830,43.06,REVIEW,19.047619047619047,80,75,20,45,0,New business: 73 days; Elevated chargeback rate: 2.70%; No website presence,2026-02-13 04:16:13.109709
MERCH_00005831,27.45,APPROVE,4.761904761904761,80,30,20,30,0,New business: 34 days,2026-02-13 04:16:13.272923
MERCH_00005832,31.45,REVIEW,4.761904761904761,80,30,20,20,50,New business: 36 days,2026-02-13 04:16:13.444904
MERCH_00005833,38.57,REVIEW,42.857142857142854,25,75,20,20,15,Elevated chargeback rate: 2.14%,2026-02-13 04:16:13.611852
MERCH_00005834,35.45,REVIEW,4.761904761904761,25,95,20,30,0,Elevated chargeback rate: 5.17%,2026-02-13 04:16:13.771885
MERCH_00005835,39.07,REVIEW,42.857142857142854,80,50,20,20,0,New business: 79 days,2026-02-13 04:16:13.920735
MERCH_00005836,21.7,APPROVE,4.761904761904761,15,30,20,20,50,,2026-02-13 04:16:14.089359
MERCH_00005837,39.31,REVIEW,19.047619047619047,80,50,20,20,50,New business: 61 days,2026-02-13 04:16:14.258675
MERCH_00005838,21.46,APPROVE,28.57142857142857,15,10,20,20,50,,2026-02-13 04:16:14.418735
MERCH_00005839,31.7,REVIEW,4.761904761904761,40,75,20,20,0,Elevated chargeback rate: 2.00%,2026-02-13 04:16:14.579466
MERCH_00005840,35.81,REVIEW,19.047619047619047,80,50,20,35,0,New business: 49 days; No website presence,2026-02-13 04:16:14.744424
MERCH_00005841,30.4,REVIEW,9.523809523809526,25,75,20,20,0,Elevated chargeback rate: 4.02%,2026-02-13 04:16:14.896063
MERCH_00005842,13.75,APPROVE,0.0,25,10,20,35,0,No website presence,2026-02-13 04:16:15.038106
MERCH_00005843,12.7,APPROVE,4.761904761904761,15,10,20,30,0,,2026-02-13 04:16:15.155375
MERCH_00005844,22.7,APPROVE,4.761904761904761,15,50,20,30,0,,2026-02-13 04:16:15.280485
MERCH_00005845,34.5,REVIEW,0.0,25,75,20,30,50,Elevated chargeback rate: 2.94%,2026-02-13 04:16:15.421518
MERCH_00005846,26.56,APPROVE,19.047619047619047,15,10,50,30,50,,2026-02-13 04:16:15.549635
MERCH_00005847,41.56,REVIEW,19.047619047619047,80,75,20,30,0,New business: 79 days; Elevated chargeback rate: 2.12%,2026-02-13 04:16:15.711538
MERCH_00005848,33.25,REVIEW,0.0,40,75,20,30,15,Elevated chargeback rate: 4.37%,2026-02-13 04:16:15.877537
MERCH_00005849,17.9,APPROVE,9.523809523809526,40,10,20,20,15,,2026-02-13 04:16:16.003618
MERCH_00005850,28.56,APPROVE,19.047619047619047,25,50,20,30,15,,2026-02-13 04:16:16.138714
MERCH_00005851,31.31,REVIEW,19.047619047619047,40,50,20,25,25,,2026-02-13 04:16:16.288144
MERCH_00005852,26.7,APPROVE,4.761904761904761,25,50,20,40,15,,2026-02-13 04:16:16.440411
MERCH_00005853,37.7,REVIEW,4.761904761904761,40,75,20,30,50,Elevated chargeback rate: 2.17%,2026-02-13 04:16:16.575764
MERCH_00005854,20.5,APPROVE,0.0,40,10,20,30,50,,2026-02-13 04:16:16.723212
MERCH_00005855,23.4,APPROVE,9.523809523809526,80,10,20,30,0,New business: 30 days,2026-02-13 04:16:16.891045
MERCH_00005856,18.96,APPROVE,28.57142857142857,25,10,20,30,0,,2026-02-13 04:16:17.067825
MERCH_00005857,29.95,APPROVE,4.761904761904761,60,30,20,35,50,No website presence,2026-02-13 04:16:17.219578
MERCH_00005858,22.2,APPROVE,4.761904761904761,15,30,20,25,50,,2026-02-13 04:16:17.361255
MERCH_00005859,27.81,APPROVE,19.047619047619047,60,10,20,35,50,No website presence,2026-02-13 04:16:17.486017
MERCH_00005860,26.45,APPROVE,4.761904761904761,80,10,20,20,50,New business: 30 days,2026-02-13 04:16:17.614111
MERCH_00005861,27.49,APPROVE,76.19047619047619,25,10,20,20,0,High-risk industry: Gambling,2026-02-13 04:16:17.782286
MERCH_00005862,35.07,REVIEW,42.857142857142854,40,10,50,30,50,,2026-02-13 04:16:17.886896
MERCH_00005863,19.31,APPROVE,19.047619047619047,40,10,20,30,0,,2026-02-13 04:16:18.013647
MERCH_00005864,35.99,REVIEW,76.19047619047619,15,50,20,20,0,High-risk industry: Gambling,2026-02-13 04:16:18.159706
MERCH_00005865,35.4,REVIEW,9.523809523809526,25,75,20,20,50,Elevated chargeback rate: 2.58%,2026-02-13 04:16:18.316016
MERCH_00005866,29.81,APPROVE,19.047619047619047,80,30,20,25,0,New business: 62 days,2026-02-13 04:16:18.438727
MERCH_00005867,37.2,REVIEW,4.761904761904761,60,75,20,45,0,Elevated chargeback rate: 3.27%; No website presence,2026-02-13 04:16:18.569256
MERCH_00005868,34.07,REVIEW,42.857142857142854,80,10,20,30,40,New business: 30 days,2026-02-13 04:16:18.694908
MERCH_00005869,10.75,APPROVE,0.0,15,10,20,20,0,,2026-02-13 04:16:18.850944
MERCH_00005870,23.9,APPROVE,9.523809523809526,80,10,20,35,0,New business: 54 days,2026-02-13 04:16:18.978117
MERCH_00005871,48.74,REVIEW,76.19047619047619,25,75,20,20,50,High-risk industry: Gambling; Elevated chargeback rate: 2.19%,2026-02-13 04:16:19.102946
MERCH_00005872,43.06,REVIEW,19.047619047619047,80,75,20,20,25,New business: 68 days; Elevated chargeback rate: 3.44%,2026-02-13 04:16:19.246957
MERCH_00005873,14.15,APPROVE,9.523809523809526,15,10,20,35,0,,2026-02-13 04:16:19.400741
MERCH_00005874,38.25,REVIEW,0.0,80,75,20,20,15,New business: 30 days; Elevated chargeback rate: 3.98%,2026-02-13 04:16:19.550856
MERCH_00005875,29.81,APPROVE,19.047619047619047,40,50,20,35,0,No website presence,2026-02-13 04:16:19.706242
MERCH_00005876,29.9,APPROVE,9.523809523809526,80,10,20,45,50,New business: 76 days; No website presence,2026-02-13 04:16:19.852237
MERCH_00005877,48.2,REVIEW,4.761904761904761,80,95,20,50,25,New business: 45 days; Elevated chargeback rate: 9.36%; No website presence,2026-02-13 04:16:19.999490
MERCH_00005878,33.95,REVIEW,4.761904761904761,80,30,20,70,25,New business: 30 days,2026-02-13 04:16:20.146226
MERCH_00005879,21.95,APPROVE,4.761904761904761,40,10,20,35,50,No website presence,2026-02-13 04:16:20.286543
MERCH_00005880,28.2,APPROVE,4.761904761904761,25,50,20,20,50,,2026-02-13 04:16:20.425199
MERCH_00005881,28.31,APPROVE,19.047619047619047,40,50,20,20,0,,2026-02-13 04:16:20.560644
MERCH_00005882,41.56,REVIEW,19.047619047619047,80,75,20,30,0,New business: 48 days; Elevated chargeback rate: 2.07%,2026-02-13 04:16:20.694670
MERCH_00005883,25.75,APPROVE,0.0,15,50,20,20,50,,2026-02-13 04:16:20.812285
MERCH_00005884,21.9,APPROVE,9.523809523809526,40,10,20,25,50,,2026-02-13 04:16:20.932114
